IMG_7983.png,happiness
1_fear.png,neutral
IMG_8005.png,surprise
1_happy.png,happiness
IMG_8013.png,happiness
IMG_7986.png,neutral
IMG_8021.png,neutral
1_neutral.png,neutral
IMG_8003.png,neutral
IMG_8007.png,neutral
IMG_7982.png,surprise
IMG_8006.png,happiness
IMG_8022.png,None
IMG_8023.png,None
IMG_7984.png,neutral
IMG_7985.png,neutral
IMG_7973.png,neutral
IMG_8004.png,neutral
IMG_7977.png,neutral
IMG_8017.png,neutral
IMG_7997.png,None
IMG_7992.png,sadness
IMG_8015.png,sadness
IMG_7990.png,happiness
IMG_7980.png,sadness
IMG_8011.png,happiness
IMG_7991.png,neutral
IMG_7989.png,surprise
IMG_7981.png,happiness
1_disgust.png,sadness
IMG_8010.png,neutral
IMG_7996.png,neutral
IMG_7974.png,disgust
IMG_8018.png,anger
1_surprise.png,neutral
IMG_8012.png,happiness
IMG_7987.png,neutral
IMG_7995.png,neutral
IMG_8002.png,neutral
IMG_7993.png,neutral
IMG_8019.png,fear
IMG_7978.png,sadness
IMG_7988.png,disgust
IMG_7979.png,neutral
IMG_7975.png,surprise
IMG_8009.png,surprise
IMG_7998.png,neutral
1_angry.png,neutral
IMG_7976.png,happiness
IMG_7963.png,surprise
IMG_8016.png,surprise
IMG_7999.png,neutral
1_sad.png,neutral
IMG_8014.png,neutral
IMG_7994.png,neutral
IMG_8020.png,None
